"QUESTION_ID","OPTION"
"579","He could execute laws directly without requiring Senate or popular approval"
"579","He could redistribute public funds without accounting to the government"
"579","He could propose legislation and veto Senate decisions he believed harmed the people"
"580","It was the first time any politician had been killed in Roman history"
"580","Tribunes were considered inviolable and sacred by law, and the Senate murdered one with impunity"
"580","It violated religious laws regarding violence during voting assemblies"
"580","It demonstrated that Rome's military forces were too weak to maintain order"
"580","It proved that the plebs were no longer loyal to the Republic"
"581","Prohibited the export of grain from Italy to ensure local food security"
"581","Eliminated grain trade with foreign powers and made Rome self-sufficient in agriculture"
"581","Gave priority access to grain supplies for military personnel and their families"
"581","Provided subsidized grain at fixed, affordable prices for Rome's urban population"
"581","Transferred control of grain production from wealthy owners to the government"
"582","Shifting political power away from Rome itself toward Italy as a whole"
"582","Threatening the Senate's ability to maintain Rome's exclusive control over its allies"
"582","Granting Italian allies the same legal protections as Roman citizens"
"582","Fundamentally challenging Rome's imperial hierarchy that kept allies subordinate to Rome"
"582","Creating a unified political community across Rome and Italy with equal voting rights"
"583","Rome immediately collapsed into civil war and ceased to function as a state"
"583","Some reforms persisted (grain law, land redistribution, citizenship grants) and demonstrated the system's fragility"
"583","The Senate consolidated power completely and prevented any further reform for centuries"
"583","Rome returned to the exact conditions that existed before the Gracchi challenged the system"
"583","The Republic achieved complete social equality and eliminated all class distinctions"
"584","Wealthy patrons were legally required to provide aid regardless of client behavior or loyalty"
"584","The system guaranteed equal wealth distribution among all Romans over time"
"584","Poor clients remained dependent on patron support, giving wealthy elites control over voting blocs"
"584","Clients could accumulate wealth through patronage and eventually become independent farmers"
"584","Patronage created obligations that prevented wealthy patrons from accumulating more power"
"585","They all owned latifundia and benefited from consolidated landholding and slave labor"
"585","They were all former military commanders seeking political power"
"585","They had all migrated from other Mediterranean regions to Rome"
"585","They were hostile to grain exports and wanted to keep prices high for consumers"
"585","They opposed the use of enslaved workers and preferred free labor"
"586","Grain producers could manipulate prices and hold Rome hostage to their economic interests"
"586","Whoever controlled the grain trade controlled Rome's survival and had enormous political power"
